Wavelength (nm),SLS201L Power (a.u.),
609.47,0.570457348,
609.67,0.570989613,
609.87,0.571553408,
610.07,0.57216331,
610.27,0.572802707,
610.48,0.573445155,
610.68,0.574121167,
610.88,0.574701235,
611.08,0.575421997,
611.28,0.576017999,
611.48,0.576681806,
611.68,0.577268315,
611.88,0.577975517,
612.08,0.578559992,
612.28,0.579264142,
612.48,0.579937102,
612.68,0.580540224,
612.88,0.581154194,
613.08,0.581939371,
613.28,0.582561817,
613.48,0.583243592,
613.68,0.583900957,
613.88,0.584553576,
614.09,0.585176699,
614.29,0.585773379,
614.49,0.586419557,
614.69,0.586994879,
614.89,0.587536298,
615.09,0.588170271,
615.29,0.588784241,
615.49,0.58945415,
615.69,0.590062018,
615.89,0.590751251,
616.09,0.591385902,
616.29,0.592028689,
616.49,0.592630793,
616.69,0.593205437,
616.89,0.593754654,
617.09,0.59456763,
617.29,0.595273815,
617.49,0.595987797,
617.69,0.596694998,
617.89,0.597501194,
618.09,0.598261283,
618.29,0.599018321,
618.49,0.599821805,
618.69,0.600618509,
618.89,0.601366054,
619.09,0.602116311,
619.29,0.602761472,
619.49,0.603484607,
619.69,0.604122987,
619.89,0.604775606,
620.09,0.605480773,
620.29,0.606260187,
620.49,0.606907381,
620.69,0.607627466,
620.89,0.608300426,
621.09,0.609017459,
621.29,0.609555149,
621.49,0.61022099,
621.69,0.610790887,
621.89,0.611453677,
622.09,0.61203544,
622.29,0.612706366,
622.49,0.613291858,
622.69,0.613998042,
622.89,0.614611674,
623.09,0.615333453,
623.29,0.616041672,
623.49,0.616735312,
623.69,0.617382168,
623.89,0.618042584,
624.09,0.618520945,
624.29,0.619103725,
624.49,0.619600055,
624.69,0.62006316,
624.89,0.620601189,
625.09,0.621207023,
625.29,0.621744035,
625.49,0.622200698,
625.69,0.622742796,
625.89,0.623382193,
626.09,0.62383411,
626.29,0.624362308,
626.49,0.624901693,
626.69,0.625454639,
626.89,0.626024536,
627.09,0.62660969,
627.29,0.627307398,
627.49,0.628008837,
627.68,0.628565512,
627.88,0.629183551,
628.08,0.629733106,
628.28,0.630294528,
628.48,0.630875274,
628.68,0.631597732,
628.88,0.63225069,
629.08,0.632892799,
629.28,0.633456933,
629.48,0.634173288,
629.68,0.634798785,
629.88,0.635457167,
630.08,0.636085715,
630.28,0.636731554,
630.48,0.637369933,
630.68,0.63793644,
630.88,0.638434465,
631.07,0.639014872,
631.27,0.639506455,
631.47,0.640056011,
631.67,0.640454024,
631.87,0.640871022,
632.07,0.64113885,
632.27,0.641547033,
632.47,0.64194708,
632.67,0.64235289,
632.87,0.642610547,
633.07,0.643070601,
633.27,0.643454375,
633.47,0.643739154,
633.66,0.643991048,
633.86,0.644280913,
634.06,0.644578914,
634.26,0.644917258,
634.46,0.645230854,
634.66,0.645703452,
634.86,0.646069597,
635.06,0.646499817,
635.26,0.64688359,
635.46,0.647362291,
635.65,0.647870147,
635.85,0.648456656,
636.05,0.648907556,
636.25,0.649531697,
636.45,0.650223643,
636.65,0.650805745,
636.85,0.651227489,
637.05,0.65163669,
637.25,0.652116407,
637.44,0.652533405,
637.64,0.652863613,
637.84,0.653297901,
638.04,0.653663029,
638.24,0.654093588,
638.44,0.654468208,
638.64,0.654899106,
638.84,0.655414421,
639.04,0.655978893,
639.23,0.656424708,
639.43,0.656999013,
639.63,0.657463135,
639.83,0.657862504,
640.03,0.658277468,
640.23,0.658746336,
640.43,0.659139942,
640.62,0.6596539,
640.82,0.660127515,
641.02,0.660722161,
641.22,0.661200183,
641.42,0.661763978,
641.62,0.662239966,
641.82,0.662796302,
642.01,0.663386202,
642.21,0.66395576,
642.41,0.664433443,
642.61,0.664876546,
642.81,0.665329142,
643.01,0.665739359,
643.21,0.666059397,
643.4,0.666510975,
643.6,0.666876102,
643.8,0.667318866,
644,0.667610087,
644.2,0.66800776,
644.4,0.6683478,
644.59,0.668812262,
644.79,0.669129926,
644.99,0.669472339,
645.19,0.669888659,
645.39,0.670177506,
645.59,0.670403973,
645.78,0.67081114,
645.98,0.671115921,
646.18,0.671453588,
646.38,0.671857364,
646.58,0.672140787,
646.78,0.672465571,
646.97,0.672738823,
647.17,0.67304191,
647.37,0.673432803,
647.57,0.673756231,
647.77,0.674049824,
647.96,0.67434952,
648.16,0.674655319,
648.36,0.674902467,
648.56,0.675154361,
648.76,0.675482196,
648.95,0.675859528,
649.15,0.676172446,
649.35,0.676496552,
649.55,0.676800994,
649.75,0.677233926,
649.94,0.677632278,
650.14,0.677980454,
650.34,0.678441864,
650.54,0.678854116,
650.74,0.679199241,
650.93,0.679715573,
651.13,0.680078327,
651.33,0.680589913,
651.53,0.681113025,
651.73,0.681716485,
651.92,0.682201288,
652.12,0.682806783,
652.32,0.683382104,
652.52,0.684023196,
652.72,0.684620215,
652.91,0.685160279,
653.11,0.685833578,
653.31,0.68649908,
653.51,0.687128645,
653.7,0.687779908,
653.9,0.688377944,
654.1,0.689097689,
654.3,0.689567914,
654.49,0.690143235,
654.69,0.690702284,
654.89,0.691334222,
655.09,0.69197328,
655.29,0.692433334,
655.48,0.692975093,
655.68,0.693546685,
655.88,0.694076239,
656.08,0.694496627,
656.27,0.694925152,
656.47,0.695385206,
656.67,0.69579644,
656.87,0.69625446,
657.06,0.696668407,
657.26,0.69715626,
657.46,0.697571224,
657.66,0.697951947,
657.85,0.698205536,
658.05,0.69860321,
658.25,0.698999866,
658.44,0.699242607,
658.64,0.699480601,
658.84,0.699795553,
659.04,0.699998288,
659.23,0.700355957,
659.43,0.700678707,
659.63,0.700969589,
659.83,0.701282168,
660.02,0.70169781,
660.22,0.702084635,
660.42,0.702533162,
660.61,0.702920665,
660.81,0.703443099,
661.01,0.703910611,
661.21,0.704332356,
661.4,0.704757151,
661.6,0.705249751,
661.8,0.705773541,
661.99,0.706403446,
662.19,0.707002499,
662.39,0.70760223,
662.59,0.708238576,
662.78,0.708981375,
662.98,0.709611279,
663.18,0.710398151,
663.37,0.711104335,
663.57,0.711862729,
663.77,0.712612309,
663.97,0.713398164,
664.16,0.71404807,
664.36,0.714822398,
664.56,0.715526209,
664.75,0.716197136,
664.95,0.716817886,
665.15,0.717452876,
665.34,0.718016332,
665.54,0.71861369,
665.74,0.719022212,
665.93,0.719445313,
666.13,0.719801287,
666.33,0.720119629,
666.52,0.720420003,
666.72,0.720846833,
666.92,0.720986171,
667.11,0.721261458,
667.31,0.721572003,
667.51,0.721944928,
667.7,0.722075112,
667.9,0.722316836,
668.1,0.722544998,
668.29,0.722689083,
668.49,0.722883004,
668.69,0.723138627,
668.88,0.723500703,
669.08,0.723835658,
669.28,0.724023137,
669.47,0.724238417,
669.67,0.724569303,
669.87,0.724802212,
670.06,0.724974774,
670.26,0.725245992,
670.46,0.725344309,
670.65,0.725689434,
670.85,0.725884711,
671.05,0.726201698,
671.24,0.726510208,
671.44,0.726873641,
671.64,0.727044847,
671.83,0.727285892,
672.03,0.727500833,
672.23,0.727556094,
672.42,0.727801207,
672.62,0.728028352,
672.81,0.728152096,
673.01,0.728318895,
673.21,0.728533157,
673.4,0.728728434,
673.6,0.728802002,
673.8,0.728995245,
673.99,0.729086781,
674.19,0.729238325,
674.38,0.729202727,
674.58,0.729186454,
674.78,0.729237986,
674.97,0.729173571,
675.17,0.72912882,
675.36,0.729151535,
675.56,0.72915323,
675.76,0.729213576,
675.95,0.729251546,
676.15,0.729421736,
676.35,0.72941326,
676.54,0.729652949,
676.74,0.729846531,
676.93,0.730018416,
677.13,0.730340488,
677.33,0.730564243,
677.52,0.730745281,
677.72,0.730940897,
677.91,0.731238898,
678.11,0.731565038,
678.31,0.731764383,
678.5,0.732144089,
678.7,0.732478026,
678.89,0.732829254,
679.09,0.733120474,
679.28,0.73350357,
679.48,0.73381581,
679.68,0.734127372,
679.87,0.734406388,
680.07,0.734756259,
680.26,0.734889834,
680.46,0.73516885,
680.65,0.735323105,
680.85,0.735488887,
681.05,0.735501092,
681.24,0.735497702,
681.44,0.735438712,
681.63,0.735414641,
681.83,0.735265471,
682.02,0.735205125,
682.22,0.735035614,
682.42,0.734930517,
682.61,0.734771515,
682.81,0.73467625,
683,0.734582001,
683.2,0.734474192,
683.39,0.734444358,
683.59,0.734392827,
683.78,0.734313495,
683.98,0.734321632,
684.18,0.734353161,
684.37,0.734460631,
684.57,0.734577255,
684.76,0.734795925,
684.96,0.734989846,
685.15,0.735316664,
685.35,0.735586865,
685.54,0.736121165,
685.74,0.736641565,
685.93,0.737120943,
686.13,0.73747251,
686.32,0.738236667,
686.52,0.73874554,
686.72,0.739400871,
686.91,0.739966361,
687.11,0.740831886,
687.3,0.741507559,
687.5,0.742272394,
687.69,0.743011125,
687.89,0.743749177,
688.08,0.744346196,
688.28,0.744857104,
688.47,0.745335126,
688.67,0.745926721,
688.86,0.746448816,
689.06,0.746908531,
689.25,0.747422828,
689.45,0.74802595,
689.64,0.748548045,
689.84,0.749158625,
690.03,0.74957664,
690.23,0.749974652,
690.42,0.750269941,
690.62,0.750541499,
690.81,0.750812039,
691.01,0.751111396,
691.2,0.751404651,
691.4,0.751606708,
691.59,0.751894538,
691.79,0.752294246,
691.98,0.752565804,
692.18,0.752983819,
692.37,0.75328182,
692.57,0.753669662,
692.76,0.754106323,
692.96,0.754573157,
693.15,0.754950829,
693.35,0.755411222,
693.54,0.755728547,
693.74,0.756262169,
693.93,0.756631365,
694.12,0.757165665,
694.32,0.757709118,
694.51,0.758358008,
694.71,0.758889934,
694.9,0.75952967,
695.1,0.760192121,
695.29,0.760890169,
695.49,0.761519395,
695.68,0.76230186,
695.88,0.762855823,
696.07,0.76342911,
696.27,0.764035622,
696.46,0.76469536,
696.65,0.765401545,
696.85,0.766049417,
697.04,0.766672541,
697.24,0.767301089,
697.43,0.767809963,
697.63,0.768510723,
697.82,0.769052481,
698.02,0.76956644,
698.21,0.770040054,
698.4,0.770691656,
698.6,0.771286641,
698.79,0.771919936,
698.99,0.772514582,
699.18,0.773167878,
699.38,0.7736737,
699.57,0.774342592,
699.77,0.774759251,
699.96,0.775447807,
700.15,0.776128225,
700.35,0.7768378,
700.54,0.777513133,
700.74,0.778181347,
700.93,0.778884819,
701.12,0.77967203,
701.32,0.780350415,
701.51,0.781275608,
701.71,0.782137065,
701.9,0.783038526,
702.1,0.78389422,
702.29,0.784706858,
702.48,0.785546956,
702.68,0.786231782,
702.87,0.787022383,
703.07,0.787694665,
703.26,0.788268631,
703.45,0.788834121,
703.65,0.789280953,
703.84,0.789815931,
704.04,0.790135629,
704.23,0.790548898,
704.42,0.791024886,
704.62,0.791525962,
704.81,0.791776499,
705,0.792072466,
705.2,0.79244946,
705.39,0.792839336,
705.59,0.792908836,
705.78,0.793122081,
705.97,0.793189885,
706.17,0.793302102,
706.36,0.793302102,
706.56,0.793238366,
706.75,0.793186834,
706.94,0.79322311,
707.14,0.793127844,
707.33,0.793175307,
707.52,0.793144117,
707.72,0.793281083,
707.91,0.793264809,
708.1,0.793393977,
708.3,0.793454662,
708.49,0.793638752,
708.69,0.793730288,
708.88,0.793972689,
709.07,0.794284251,
709.27,0.794688705,
709.46,0.795133842,
709.65,0.79576239,
709.85,0.796454336,
710.04,0.79715374,
710.23,0.79792739,
710.43,0.798804103,
710.62,0.799631657,
710.81,0.800661947,
711.01,0.801569511,
711.2,0.80258997,
711.39,0.803710779,
711.59,0.804777006,
711.78,0.805738813,
711.97,0.806738931,
712.17,0.807695314,
712.36,0.808864603,
712.55,0.80987184,
712.75,0.811103849,
712.94,0.812013786,
713.13,0.813002715,
713.33,0.813828236,
713.52,0.814623244,
713.71,0.815361297,
713.91,0.816141727,
714.1,0.816800787,
714.29,0.817510701,
714.49,0.81803483,
714.68,0.818738303,
714.87,0.819300402,
715.07,0.820002519,
715.26,0.820542921,
715.45,0.821097223,
715.64,0.821550157,
715.84,0.82209395,
716.03,0.822529255,
716.22,0.823072031,
716.42,0.823538526,
716.61,0.824160972,
716.8,0.824511182,
716.99,0.825006834,
717.19,0.825444851,
717.38,0.825975422,
717.57,0.826276135,
717.77,0.826669062,
717.96,0.827018256,
718.15,0.827472546,
718.34,0.82785971,
718.54,0.82823806,
718.73,0.828648955,
718.92,0.829233092,
719.12,0.829522617,
719.31,0.829987078,
719.5,0.830314235,
719.69,0.830799716,
719.89,0.831281467,
720.08,0.831898828,
720.27,0.832437874,
720.46,0.832926745,
720.66,0.833276955,
720.85,0.833673273,
721.04,0.834050266,
721.24,0.834644234,
721.43,0.834941557,
721.62,0.835480264,
721.81,0.835936589,
722.01,0.836428172,
722.2,0.837007223,
722.39,0.837639839,
722.58,0.838231095,
722.78,0.838937279,
722.97,0.839541757,
723.16,0.840308627,
723.35,0.840888016,
723.55,0.841384685,
723.74,0.841864063,
723.93,0.842450911,
724.12,0.842896048,
724.31,0.843299146,
724.51,0.843600199,
724.7,0.844061948,
724.89,0.844403344,
725.08,0.844777625,
725.28,0.844995616,
725.47,0.845267852,
725.66,0.845586194,
725.85,0.845842495,
726.04,0.845996412,
726.24,0.8463473,
726.43,0.846540543,
726.62,0.846861937,
726.81,0.84709315,
727.01,0.847421324,
727.2,0.847581343,
727.39,0.847929858,
727.58,0.848111914,
727.77,0.848385505,
727.97,0.848600785,
728.16,0.848780806,
728.35,0.849031004,
728.54,0.849349686,
728.73,0.849481227,
728.93,0.849577848,
729.12,0.849515468,
729.31,0.849549031,
729.5,0.849381215,
729.69,0.849453766,
729.89,0.849256794,
730.08,0.849038802,
730.27,0.848708255,
730.46,0.84836313,
730.65,0.848193957,
730.84,0.847965456,
731.04,0.847661013,
731.23,0.847502012,
731.42,0.847251474,
731.61,0.847327076,
731.8,0.846959236,
732,0.846953134,
732.19,0.846855495,
732.38,0.846829052,
732.57,0.846742601,
732.76,0.846830069,
732.95,0.846708359,
733.15,0.846755823,
733.34,0.846755145,
733.53,0.846806337,
733.72,0.846756501,
733.91,0.846766332,
734.1,0.846690052,
734.29,0.846692086,
734.49,0.846582582,
734.68,0.846408663,
734.87,0.846124223,
735.06,0.846078455,
735.25,0.845826222,
735.44,0.845543138,
735.63,0.845265479,
735.83,0.845123089,
736.02,0.844782371,
736.21,0.844555565,
736.4,0.844193488,
736.59,0.843982277,
736.78,0.843701905,
736.97,0.843438824,
737.17,0.843094377,
737.36,0.842928256,
737.55,0.842720435,
737.74,0.842606184,
737.93,0.842410568,
738.12,0.842430909,
738.31,0.842160708,
738.5,0.84213935,
738.7,0.841946446,
738.89,0.842062052,
739.08,0.841813549,
739.27,0.841785071,
739.46,0.841604033,
739.65,0.841546738,
739.84,0.841377226,
740.03,0.841289419,
740.22,0.840953787,
740.41,0.841074479,
740.61,0.840772071,
740.8,0.8407897,
740.99,0.840604932,
741.18,0.840537128,
741.37,0.840451694,
741.56,0.840542891,
741.75,0.840494411,
741.94,0.840465255,
742.13,0.840423555,
742.32,0.84047746,
742.51,0.840495767,
742.71,0.84053306,
742.9,0.840638835,
743.09,0.840880558,
743.28,0.841097872,
743.47,0.841485714,
743.66,0.841860334,
743.85,0.842351239,
744.04,0.842829939,
744.23,0.843501543,
744.42,0.844000585,
744.61,0.844690157,
744.8,0.845297686,
744.99,0.846009633,
745.19,0.84647918,
745.38,0.847187738,
745.57,0.847946132,
745.76,0.84872046,
745.95,0.849387317,
746.14,0.850129099,
746.33,0.85083664,
746.52,0.851584863,
746.71,0.852281555,
746.9,0.852960617,
747.09,0.853449149,
747.28,0.853819362,
747.47,0.854080071,
747.66,0.854390615,
747.85,0.854496391,
748.04,0.854817784,
748.23,0.854897455,
748.42,0.855018486,
748.61,0.854944579,
748.8,0.855051032,
748.99,0.85513138,
749.18,0.855328352,
749.37,0.85534293,
749.56,0.855376833,
749.76,0.855393784,
749.95,0.855458537,
750.14,0.855454469,
750.33,0.855464979,
750.52,0.855285297,
750.71,0.85526665,
750.9,0.855092054,
751.09,0.8551524,
751.28,0.8550412,
751.47,0.855043573,
751.66,0.854848296,
751.85,0.854931696,
752.04,0.854897115,
752.23,0.854830328,
752.42,0.854774389,
752.61,0.854655053,
752.8,0.854525208,
752.99,0.854576739,
753.18,0.854472998,
753.37,0.854497408,
753.56,0.854451301,
753.75,0.854481813,
753.94,0.854373664,
754.13,0.854300774,
754.32,0.854375359,
754.51,0.854315013,
754.7,0.854287892,
754.89,0.854434688,
755.08,0.854422823,
755.26,0.854556737,
755.45,0.854486898,
755.64,0.854344169,
755.83,0.8541255,
756.02,0.854051932,
756.21,0.853695958,
756.4,0.853601709,
756.59,0.853233192,
756.78,0.852858233,
756.97,0.852457508,
757.16,0.852201545,
757.35,0.851922869,
757.54,0.851697419,
757.73,0.851183121,
757.92,0.850903766,
758.11,0.850354888,
758.3,0.850089095,
758.49,0.84968125,
758.68,0.849493092,
758.87,0.84912288,
759.06,0.848848949,
759.25,0.84855366,
759.44,0.848343466,
759.63,0.84802648,
759.81,0.847836288,
760,0.847572528,
760.19,0.847286732,
760.38,0.846897873,
760.57,0.846757179,
760.76,0.846581904,
760.95,0.846384932,
761.14,0.846191011,
761.33,0.846099814,
761.52,0.846036416,
761.71,0.845736042,
761.9,0.845442787,
762.09,0.845183774,
762.27,0.84469253,
762.46,0.84438707,
762.65,0.843917863,
762.84,0.843411363,
763.03,0.842866553,
763.22,0.842390226,
763.41,0.841638952,
763.6,0.841013116,
763.79,0.840292692,
763.98,0.839697029,
764.17,0.838877611,
764.35,0.837994457,
764.54,0.837076722,
764.73,0.836247473,
764.92,0.835528744,
765.11,0.834715768,
765.3,0.833791592,
765.49,0.833087102,
765.68,0.832321928,
765.87,0.831638119,
766.05,0.830855316,
766.24,0.830268128,
766.43,0.829696197,
766.62,0.82928903,
766.81,0.828881525,
767,0.828743882,
767.19,0.828659126,
767.38,0.828602848,
767.56,0.828509278,
767.75,0.82839062,
767.94,0.828161102,
768.13,0.828054648,
768.32,0.827800042,
768.51,0.827787159,
768.7,0.827830554,
768.89,0.827842759,
769.07,0.827874966,
769.26,0.828010914,
769.45,0.828144828,
769.64,0.828295016,
769.83,0.828255689,
770.02,0.828525551,
770.21,0.828583185,
770.39,0.828912715,
770.58,0.828941871,
770.77,0.829023575,
770.96,0.829101212,
771.15,0.829218514,
771.34,0.829394127,
771.52,0.829513124,
771.71,0.829569741,
771.9,0.829868759,
772.09,0.83007658,
772.28,0.830254567,
772.47,0.830366784,
772.65,0.830682075,
772.84,0.831029234,
773.03,0.831272314,
773.22,0.831490305,
773.41,0.831646595,
773.6,0.831800172,
773.78,0.832200219,
773.97,0.832481608,
774.16,0.832992176,
774.35,0.833396969,
774.54,0.833938728,
774.72,0.83413909,
774.91,0.834497098,
775.1,0.834558461,
775.29,0.834867311,
775.48,0.835104966,
775.66,0.835356182,
775.85,0.83546772,
776.04,0.835584683,
776.23,0.835654861,
776.42,0.835724022,
776.6,0.835926757,
776.79,0.836204417,
776.98,0.836374267,
777.17,0.836556322,
777.36,0.836642773,
777.54,0.836821099,
777.73,0.836981118,
777.92,0.837057398,
778.11,0.837057737,
778.29,0.837104183,
778.48,0.83709842,
778.67,0.837090961,
778.86,0.837110964,
779.05,0.837201144,
779.23,0.837163173,
779.42,0.837213688,
779.61,0.837225214,
779.8,0.837297426,
779.98,0.83726488,
780.17,0.837221146,
780.36,0.837258439,
780.55,0.837379131,
780.73,0.837437782,
780.92,0.837790365,
781.11,0.837845626,
781.3,0.83814939,
781.48,0.838521977,
781.67,0.838789805,
781.86,0.839326478,
782.05,0.839943838,
782.23,0.840547638,
782.42,0.841229412,
782.61,0.841843044,
782.8,0.842590589,
782.98,0.843333388,
783.17,0.844163994,
783.36,0.844761352,
783.54,0.845542799,
783.73,0.846273732,
783.92,0.847272832,
784.11,0.848023768,
784.29,0.849012358,
784.48,0.849991117,
784.67,0.851230245,
784.86,0.852198494,
785.04,0.853220987,
785.23,0.854068883,
785.42,0.854846601,
785.6,0.855423618,
785.79,0.85604742,
785.98,0.856688851,
786.17,0.857244509,
786.35,0.857815424,
786.54,0.858291072,
786.73,0.858824694,
786.91,0.859514606,
787.1,0.859801419,
787.29,0.860094335,
787.47,0.860437765,
787.66,0.860666944,
787.85,0.860771702,
788.04,0.861028342,
788.22,0.86107784,
788.41,0.86135516,
788.6,0.861418558,
788.78,0.86171622,
788.97,0.861624683,
789.16,0.861884375,
789.34,0.862212549,
789.53,0.862512584,
789.72,0.862679044,
789.9,0.862876695,
790.09,0.862986538,
790.28,0.863215039,
790.46,0.863262163,
790.65,0.86339879,
790.84,0.863517109,
791.02,0.863941565,
791.21,0.864014116,
791.4,0.86425211,
791.58,0.864487053,
791.77,0.864872183,
791.96,0.865218325,
792.14,0.865651596,
792.33,0.865688549,
792.52,0.865971972,
792.7,0.866145891,
792.89,0.866434739,
793.08,0.866640525,
793.26,0.867037182,
793.45,0.867311451,
793.63,0.867737942,
793.82,0.868072558,
794.01,0.868465146,
794.19,0.868989614,
794.38,0.869563241,
794.57,0.869968373,
794.75,0.870495214,
794.94,0.871012902,
795.12,0.87155839,
795.31,0.872007256,
795.5,0.872534775,
795.68,0.873119251,
795.87,0.873672536,
796.06,0.874049868,
796.24,0.87459027,
796.43,0.874948278,
796.61,0.87552699,
796.8,0.875823635,
796.99,0.87618978,
797.17,0.876658648,
797.36,0.877222782,
797.54,0.87749773,
797.73,0.877838448,
797.92,0.878188658,
798.1,0.878712787,
798.29,0.879163349,
798.47,0.879675273,
798.66,0.880305177,
798.85,0.881040179,
799.03,0.881662963,
799.22,0.882263373,
799.4,0.882850221,
799.59,0.883531657,
799.78,0.88409952,
799.96,0.884622293,
800.15,0.885202022,
800.33,0.885758359,
800.52,0.886206547,
800.7,0.886720844,
800.89,0.88704495,
801.08,0.887574843,
801.26,0.887994892,
801.45,0.88842579,
801.63,0.888767864,
801.82,0.889318776,
802,0.889633728,
802.19,0.890065643,
802.38,0.890420939,
802.56,0.890884722,
802.75,0.891315959,
802.93,0.891629894,
803.12,0.891717023,
